customer_id,customer_name,ticket_id,issue_type,resolution_type,resolution_status,previous_resolution_attempts,ticket_created_date,ticket_closed_date,csat_score,resolution_time_hours,escalated
CUST-5780,Customer_9133,TKT-5918629,Battery Not Charging,"The resolution steps I followed were based on whats recommended as outlined in the KB article 7c987464-66b1-48b2-9d07-9d3d4e78e144 titled 'How to troubleshoot: Touchpad Not Responding'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2025-05-04,2025-05-08,1,96.0,1
CUST-27218,Customer_9121,TKT-3717762,Blue Screen Error,"The customer reported a recurring issue, so I walked them through a few basic steps as outlined in the KB article 3726aa52-3b2b-4f78-94c2-fe67e9c97054 titled 'How to troubleshoot: Touchpad Not Responding'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2025-04-28,2025-04-30,1,48.0,0
CUST-21513,Customer_6162,TKT-8432372,Keyboard Not Working,"The resolution steps I followed were based on whats recommended as outlined in the KB article a7dc9974-2637-4949-b914-4a484f25ae99 titled 'How to troubleshoot: Touchpad Not Responding'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2024-07-24,2024-08-01,1,192.0,0
CUST-87018,Customer_6967,TKT-9305349,Battery Not Charging,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: No Sound'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-07-15,2024-07-24,4,216.0,0
CUST-45035,Customer_8097,TKT-2444903,Overheating,"The resolution steps I followed were based on whats recommended in the article 'How to troubleshoot: No POST'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2025-04-11,2025-04-13,1,48.0,1
CUST-6519,Customer_2119,TKT-7735569,No Sound,"The resolution steps I followed were based on whats recommended as outlined in the KB article fa8923b3-4456-4da5-812a-d35a56857e94 titled 'How to troubleshoot: Slow Performance'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2025-02-08,2025-02-18,3,240.0,1
CUST-59121,Customer_5344,TKT-9387629,Screen brightness not adjustable,"The resolution steps I followed were based on whats recommended in the article 'How to troubleshoot: Keyboard Not Working'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-12-04,2024-12-10,1,144.0,0
CUST-29996,Customer_2202,TKT-9914185,Slow Performance,"The customer reported a recurring issue, so I walked them through a few basic steps as outlined in the KB article aa360e15-b130-40bb-afac-a38c76f6a1ad titled 'How to troubleshoot: Battery Not Charging'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-07-07,2024-07-13,1,144.0,1
CUST-90747,Customer_6620,TKT-1003286,Touchpad Not Responding,"The resolution steps I followed were based on whats recommended in the article 'How to troubleshoot: Display Flickering'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2024-10-22,2024-11-01,1,240.0,0
CUST-2070,Customer_2619,TKT-7601570,Cannot Connect to Internet,"I've handled similar issues before, so I used the guidance as outlined in the KB article 3f15eee2-ec52-4621-9556-6d86a9c7b836 titled 'How to troubleshoot: Overheating' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2025-02-03,2025-02-12,2,216.0,0
CUST-9870,Customer_4882,TKT-1885937,Battery Not Charging,"We began with a few checks and proceeded based on the process defined in the article 'How to troubleshoot: No Sound'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-06-30,2024-07-03,2,72.0,0
CUST-5073,Customer_5023,TKT-9032449,No POST,"We began with a few checks and proceeded based on the process defined in the article 'How to troubleshoot: Display Flickering'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2025-02-06,2025-02-11,1,120.0,1
CUST-6378,Customer_4833,TKT-4362225,No Sound,"The resolution steps I followed were based on whats recommended as outlined in the KB article 18916bce-ea83-4a7c-8893-ce4ab53970eb titled 'How to troubleshoot: Touchpad Not Responding'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-06-28,2024-07-06,5,192.0,1
CUST-5331,Customer_6146,TKT-3179991,No POST,"The customer reported a recurring issue, so I walked them through a few basic steps as outlined in the KB article fbca092d-bb4c-4a8b-9381-1ad89dff968c titled 'How to troubleshoot: Display Flickering'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2024-09-27,2024-10-04,1,168.0,0
CUST-61386,Customer_8172,TKT-2430416,Touchscreen not detecting input,"I've handled similar issues before, so I used the guidance as outlined in the KB article db5a8e87-52a6-42be-9450-22d27c269bb5 titled 'How to troubleshoot: Slow Performance' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2025-05-05,2025-05-07,3,48.0,0
CUST-11486,Customer_6079,TKT-9788438,Cannot Connect to Internet,"The customer reported a recurring issue, so I walked them through a few basic steps as outlined in the KB article a05a6797-8ff0-4b68-9ddc-4098d964d9f9 titled 'How to troubleshoot: Keyboard Not Working'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2024-11-10,2024-11-13,1,72.0,0
CUST-5612,Customer_2107,TKT-5663236,Display Flickering,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: Blue Screen Error'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2025-03-29,2025-03-30,4,24.0,0
CUST-2483,Customer_5828,TKT-4382842,Touchscreen not detecting input,"I've handled similar issues before, so I used the guidance as outlined in the KB article 0d6d8397-37a5-460c-af13-57d40f5e4be1 titled 'How to troubleshoot: Overheating' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-06-06,2024-06-16,1,240.0,1
CUST-97042,Customer_2033,TKT-2831337,Battery Not Charging,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: Blue Screen Error'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-07-10,2024-07-20,3,240.0,1
CUST-1261,Customer_3333,TKT-1065045,Laptop makes beeping noise on startup,"The customer reported a recurring issue, so I walked them through a few basic steps in the article 'How to troubleshoot: No POST'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2024-11-08,2024-11-09,1,24.0,0
CUST-41825,Customer_8170,TKT-8989986,Battery Not Charging,"The resolution steps I followed were based on whats recommended as outlined in the KB article e6cdd3bc-fdf8-4dde-9df4-ee13cee04b5a titled 'How to troubleshoot: Battery Not Charging'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2025-01-16,2025-01-20,3,96.0,0
CUST-21453,Customer_5945,TKT-1610962,Slow Performance,"I've handled similar issues before, so I used the guidance in the article 'How to troubleshoot: Blue Screen Error' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-10-26,2024-11-01,5,144.0,0
CUST-66369,Customer_9544,TKT-7592569,Battery Not Charging,"We began with a few checks and proceeded based on the process defined in the article 'How to troubleshoot: Slow Performance'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2024-12-25,2024-12-31,5,144.0,0
CUST-7484,Customer_6126,TKT-4938046,Cannot Connect to Internet,"I've handled similar issues before, so I used the guidance in the article 'How to troubleshoot: No POST' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2025-01-16,2025-01-20,5,96.0,0
CUST-43398,Customer_8797,TKT-9490091,Battery Not Charging,"I've handled similar issues before, so I used the guidance as outlined in the KB article b8577e4b-0601-4c38-8619-d8d182c2ea9f titled 'How to troubleshoot: Battery Not Charging' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2024-11-20,2024-11-29,3,216.0,0
CUST-6842,Customer_7902,TKT-8802198,Cannot Connect to Internet,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: Blue Screen Error'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2025-01-22,2025-01-25,1,72.0,0
CUST-8312,Customer_3554,TKT-6329455,No Sound,"I've handled similar issues before, so I used the guidance in the article 'How to troubleshoot: Overheating' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2024-11-09,2024-11-17,3,192.0,0
CUST-3416,Customer_1738,TKT-3051320,No POST,"The resolution steps I followed were based on whats recommended in the article 'How to troubleshoot: No Sound'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2025-04-05,2025-04-11,1,144.0,0
CUST-5203,Customer_7812,TKT-4827584,Cannot Connect to Internet,"I've handled similar issues before, so I used the guidance in the article 'How to troubleshoot: Touchpad Not Responding' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2024-12-25,2024-12-26,4,24.0,0
CUST-6979,Customer_5346,TKT-8011557,Display Flickering,"We began with a few checks and proceeded based on the process defined as outlined in the KB article 9907cc9c-5655-45a8-8973-fe79c4b355c9 titled 'How to troubleshoot: Slow Performance'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2025-02-22,2025-02-25,1,72.0,0
CUST-1105,Customer_6458,TKT-8436955,Laptop randomly shuts down after update,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: Touchpad Not Responding'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-07-09,2024-07-17,4,192.0,0
CUST-3215,Customer_1335,TKT-9971758,Display Flickering,"After listening to the issue, I decided to follow a structured approach using as outlined in the KB article f8c0f8e8-dc93-4d46-a4cc-20f176fcd061 titled 'How to troubleshoot: Display Flickering'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2024-10-02,2024-10-08,2,144.0,1
CUST-9398,Customer_2508,TKT-7647158,Blue Screen Error,"I've handled similar issues before, so I used the guidance as outlined in the KB article 093fd2d7-62e2-4806-9c52-139fbcc00ef5 titled 'How to troubleshoot: Cannot Connect to Internet' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2024-07-31,2024-08-01,1,24.0,0
CUST-4635,Customer_8805,TKT-8606343,Overheating,"I've handled similar issues before, so I used the guidance as outlined in the KB article acb2f697-feef-403b-b285-9313d1d5efe5 titled 'How to troubleshoot: Touchpad Not Responding' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-11-13,2024-11-23,5,240.0,0
CUST-1081,Customer_8734,TKT-4842958,Cannot Connect to Internet,"After listening to the issue, I decided to follow a structured approach using as outlined in the KB article 7061c011-2456-42ec-8f43-53be628cc79c titled 'How to troubleshoot: Slow Performance'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-06-17,2024-06-20,1,72.0,0
CUST-5518,Customer_5069,TKT-8028955,Touchpad Not Responding,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: Keyboard Not Working'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2025-01-05,2025-01-09,4,96.0,0
CUST-1979,Customer_5858,TKT-1325713,Display Flickering,"The resolution steps I followed were based on whats recommended in the article 'How to troubleshoot: Slow Performance'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2025-02-06,2025-02-14,4,192.0,1
CUST-54773,Customer_5008,TKT-6749944,Touchscreen not detecting input,"I've handled similar issues before, so I used the guidance in the article 'How to troubleshoot: Slow Performance' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2025-04-06,2025-04-08,4,48.0,0
CUST-54376,Customer_4135,TKT-2933692,Cannot Connect to Internet,"The resolution steps I followed were based on whats recommended as outlined in the KB article 3347120f-ad6d-4e15-8487-babbd880f30c titled 'How to troubleshoot: Battery Not Charging'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-05-22,2024-05-28,4,144.0,0
CUST-12829,Customer_9093,TKT-2711707,Battery Not Charging,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: Cannot Connect to Internet'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2025-02-23,2025-03-04,3,216.0,0
CUST-6272,Customer_4326,TKT-3204038,Ports not functioning with external devices,"The customer reported a recurring issue, so I walked them through a few basic steps in the article 'How to troubleshoot: No POST'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2024-10-12,2024-10-13,4,24.0,0
CUST-49735,Customer_8223,TKT-4263736,Laptop randomly shuts down after update,"The resolution steps I followed were based on whats recommended as outlined in the KB article d1cf7a23-821b-4113-8221-6390f9dd1d99 titled 'How to troubleshoot: Overheating'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-06-28,2024-07-01,4,72.0,0
CUST-8338,Customer_6058,TKT-1757551,No Sound,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: Cannot Connect to Internet'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2024-11-05,2024-11-15,5,240.0,0
CUST-1257,Customer_2992,TKT-8644087,No POST,"The customer reported a recurring issue, so I walked them through a few basic steps in the article 'How to troubleshoot: No Sound'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2025-03-20,2025-03-29,1,216.0,0
CUST-3405,Customer_3297,TKT-3030513,Slow Performance,"The customer reported a recurring issue, so I walked them through a few basic steps as outlined in the KB article d18fc6c5-5014-4b76-8dc6-130ea80304b1 titled 'How to troubleshoot: Display Flickering'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-12-05,2024-12-15,4,240.0,0
CUST-5998,Customer_9160,TKT-7623606,Overheating,"The customer reported a recurring issue, so I walked them through a few basic steps as outlined in the KB article 7c987464-66b1-48b2-9d07-9d3d4e78e144 titled 'How to troubleshoot: Touchpad Not Responding'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2024-09-20,2024-09-25,5,120.0,0
CUST-22246,Customer_1054,TKT-8921707,Touchpad Not Responding,"The customer reported a recurring issue, so I walked them through a few basic steps as outlined in the KB article 3726aa52-3b2b-4f78-94c2-fe67e9c97054 titled 'How to troubleshoot: Touchpad Not Responding'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2024-12-06,2024-12-15,2,216.0,0
CUST-28745,Customer_2767,TKT-9425323,Laptop randomly shuts down after update,"I've handled similar issues before, so I used the guidance in the article 'How to troubleshoot: Slow Performance' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-07-22,2024-07-26,1,96.0,0
CUST-91848,Customer_5254,TKT-4302701,No POST,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: Blue Screen Error'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2025-04-12,2025-04-15,3,72.0,0
CUST-2667,Customer_1515,TKT-4875137,Keyboard Not Working,"The resolution steps I followed were based on whats recommended as outlined in the KB article 5c625a61-7e5d-49ee-b2bb-d8d6c767a4db titled 'How to troubleshoot: Blue Screen Error'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2024-11-16,2024-11-23,3,168.0,0
CUST-75068,Customer_6894,TKT-3926519,Screen brightness not adjustable,"After listening to the issue, I decided to follow a structured approach using as outlined in the KB article b69f8fe8-58d6-464f-8c5f-3f4df5c015f9 titled 'How to troubleshoot: Battery Not Charging'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-08-25,2024-09-04,2,240.0,0
CUST-2887,Customer_8337,TKT-3687059,Ports not functioning with external devices,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: Touchpad Not Responding'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2024-12-09,2024-12-11,5,48.0,0
