chat_id,speaker,text,sequence,ticket_id_x,ticket_id_y
CHAT-0008,Agent,I'm looking into it for you.,36,TKT-3960376,TKT-3987679
CHAT-0008,Customer,I want to speak to a supervisor.,37,TKT-3960376,TKT-3987679
CHAT-0008,Agent,Let me check your account.,38,TKT-3960376,TKT-3987679
CHAT-0008,Customer,Waiting for your response.,39,TKT-3960376,TKT-3987679
CHAT-0008,Agent,I understand your concern.,40,TKT-3960376,TKT-3987679
CHAT-0008,Customer,You still haven't resolved my issue.,41,TKT-3960376,TKT-3987679
CHAT-0008,Agent,I’ve shared the update.,42,TKT-3960376,TKT-3987679
CHAT-0008,Customer,"Okay, noted.",43,TKT-3960376,TKT-3987679
CHAT-0008,Agent,This should be resolved now.,44,TKT-3960376,TKT-3987679
CHAT-0008,Customer,Waiting for your response.,45,TKT-3960376,TKT-3987679
CHAT-0009,Customer,"All good now, thanks!",1,TKT-2301688,TKT-1467212
CHAT-0009,Agent,I’ve shared the update.,2,TKT-2301688,TKT-1467212
CHAT-0009,Customer,"Okay, noted.",3,TKT-2301688,TKT-1467212
CHAT-0009,Agent,Let me check your account.,4,TKT-2301688,TKT-1467212
CHAT-0009,Customer,I'm really unhappy with this service.,5,TKT-2301688,TKT-1467212
CHAT-0009,Agent,This should be resolved now.,6,TKT-2301688,TKT-1467212
CHAT-0009,Customer,Why do I need to repeat myself?,7,TKT-2301688,TKT-1467212
CHAT-0009,Agent,I'm looking into it for you.,8,TKT-2301688,TKT-1467212
CHAT-0009,Customer,I'm checking the issue again.,9,TKT-2301688,TKT-1467212
CHAT-0009,Agent,I’ve shared the update.,10,TKT-2301688,TKT-1467212
CHAT-0009,Customer,I appreciate your support.,11,TKT-2301688,TKT-1467212
CHAT-0009,Agent,I’ve shared the update.,12,TKT-2301688,TKT-1467212
CHAT-0009,Customer,"All good now, thanks!",13,TKT-2301688,TKT-1467212
CHAT-0009,Agent,Thanks for waiting.,14,TKT-2301688,TKT-1467212
CHAT-0009,Customer,Please check and let me know.,15,TKT-2301688,TKT-1467212
CHAT-0009,Agent,This should be resolved now.,16,TKT-2301688,TKT-1467212
CHAT-0009,Customer,Can you help me with this?,17,TKT-2301688,TKT-1467212
CHAT-0009,Agent,This should be resolved now.,18,TKT-2301688,TKT-1467212
CHAT-0009,Customer,I see. What should I do now?,19,TKT-2301688,TKT-1467212
CHAT-0009,Agent,Let me check your account.,20,TKT-2301688,TKT-1467212
CHAT-0009,Customer,Waiting for your response.,21,TKT-2301688,TKT-1467212
CHAT-0009,Agent,I'm looking into it for you.,22,TKT-2301688,TKT-1467212
CHAT-0009,Customer,Why do I need to repeat myself?,23,TKT-2301688,TKT-1467212
CHAT-0009,Agent,This should be resolved now.,24,TKT-2301688,TKT-1467212
CHAT-0009,Customer,You're really helpful!,25,TKT-2301688,TKT-1467212
CHAT-0009,Agent,This should be resolved now.,26,TKT-2301688,TKT-1467212
CHAT-0009,Customer,Can you help me with this?,27,TKT-2301688,TKT-1467212
CHAT-0009,Agent,Thanks for waiting.,28,TKT-2301688,TKT-1467212
CHAT-0009,Customer,I see. What should I do now?,29,TKT-2301688,TKT-1467212
CHAT-0009,Agent,This should be resolved now.,30,TKT-2301688,TKT-1467212
CHAT-0009,Customer,Can you help me with this?,31,TKT-2301688,TKT-1467212
CHAT-0009,Agent,Let me check your account.,32,TKT-2301688,TKT-1467212
CHAT-0009,Customer,"Okay, noted.",33,TKT-2301688,TKT-1467212
CHAT-0009,Agent,I'm looking into it for you.,34,TKT-2301688,TKT-1467212
CHAT-0009,Customer,This was quick and easy.,35,TKT-2301688,TKT-1467212
CHAT-0009,Agent,I’ve shared the update.,36,TKT-2301688,TKT-1467212
CHAT-0009,Customer,I want to speak to a supervisor.,37,TKT-2301688,TKT-1467212
CHAT-0009,Agent,Let me check your account.,38,TKT-2301688,TKT-1467212
CHAT-0009,Customer,I just need some clarity on this.,39,TKT-2301688,TKT-1467212
CHAT-0009,Agent,I’ve shared the update.,40,TKT-2301688,TKT-1467212
CHAT-0009,Customer,I see. What should I do now?,41,TKT-2301688,TKT-1467212
CHAT-0009,Agent,This should be resolved now.,42,TKT-2301688,TKT-1467212
CHAT-0009,Customer,I'm really unhappy with this service.,43,TKT-2301688,TKT-1467212
CHAT-0009,Agent,I understand your concern.,44,TKT-2301688,TKT-1467212
CHAT-0009,Customer,This is unacceptable.,45,TKT-2301688,TKT-1467212
CHAT-0010,Customer,This was quick and easy.,1,TKT-6419215,TKT-3633556
CHAT-0010,Agent,I’ve shared the update.,2,TKT-6419215,TKT-3633556
CHAT-0010,Customer,Terrible support.,3,TKT-6419215,TKT-3633556
CHAT-0010,Agent,I understand your concern.,4,TKT-6419215,TKT-3633556
CHAT-0010,Customer,Great service!,5,TKT-6419215,TKT-3633556
CHAT-0010,Agent,I’ve shared the update.,6,TKT-6419215,TKT-3633556
CHAT-0010,Customer,I see. What should I do now?,7,TKT-6419215,TKT-3633556
CHAT-0010,Agent,I'll escalate this for you.,8,TKT-6419215,TKT-3633556
CHAT-0010,Customer,I see. What should I do now?,9,TKT-6419215,TKT-3633556
CHAT-0010,Agent,This should be resolved now.,10,TKT-6419215,TKT-3633556
CHAT-0010,Customer,"Okay, noted.",11,TKT-6419215,TKT-3633556
CHAT-0010,Agent,I'll escalate this for you.,12,TKT-6419215,TKT-3633556
CHAT-0010,Customer,Why do I need to repeat myself?,13,TKT-6419215,TKT-3633556
CHAT-0010,Agent,Thanks for waiting.,14,TKT-6419215,TKT-3633556
CHAT-0010,Customer,Please check and let me know.,15,TKT-6419215,TKT-3633556
CHAT-0010,Agent,Let me check your account.,16,TKT-6419215,TKT-3633556
CHAT-0010,Customer,I'm checking the issue again.,17,TKT-6419215,TKT-3633556
CHAT-0010,Agent,Let me check your account.,18,TKT-6419215,TKT-3633556
CHAT-0010,Customer,Please check and let me know.,19,TKT-6419215,TKT-3633556
CHAT-0010,Agent,I'll escalate this for you.,20,TKT-6419215,TKT-3633556
CHAT-0010,Customer,This was quick and easy.,21,TKT-6419215,TKT-3633556
CHAT-0010,Agent,Thanks for waiting.,22,TKT-6419215,TKT-3633556
CHAT-0010,Customer,You still haven't resolved my issue.,23,TKT-6419215,TKT-3633556
CHAT-0010,Agent,Thanks for waiting.,24,TKT-6419215,TKT-3633556
CHAT-0010,Customer,Why do I need to repeat myself?,25,TKT-6419215,TKT-3633556
CHAT-0010,Agent,I'm looking into it for you.,26,TKT-6419215,TKT-3633556
CHAT-0010,Customer,I appreciate your support.,27,TKT-6419215,TKT-3633556
CHAT-0010,Agent,Thanks for waiting.,28,TKT-6419215,TKT-3633556
CHAT-0010,Customer,I'm checking the issue again.,29,TKT-6419215,TKT-3633556
CHAT-0010,Agent,This should be resolved now.,30,TKT-6419215,TKT-3633556
CHAT-0010,Customer,"Thank you so much, that helped!",31,TKT-6419215,TKT-3633556
CHAT-0010,Agent,This should be resolved now.,32,TKT-6419215,TKT-3633556
CHAT-0010,Customer,I see. What should I do now?,33,TKT-6419215,TKT-3633556
CHAT-0010,Agent,This should be resolved now.,34,TKT-6419215,TKT-3633556
CHAT-0010,Customer,This is getting frustrating.,35,TKT-6419215,TKT-3633556
CHAT-0010,Agent,This should be resolved now.,36,TKT-6419215,TKT-3633556
CHAT-0010,Customer,This was quick and easy.,37,TKT-6419215,TKT-3633556
CHAT-0010,Agent,I understand your concern.,38,TKT-6419215,TKT-3633556
CHAT-0010,Customer,Great service!,39,TKT-6419215,TKT-3633556
CHAT-0010,Agent,I'm looking into it for you.,40,TKT-6419215,TKT-3633556
CHAT-0010,Customer,This is getting frustrating.,41,TKT-6419215,TKT-3633556
CHAT-0010,Agent,I’ve shared the update.,42,TKT-6419215,TKT-3633556
CHAT-0010,Customer,Please check and let me know.,43,TKT-6419215,TKT-3633556
CHAT-0010,Agent,Thanks for waiting.,44,TKT-6419215,TKT-3633556
CHAT-0010,Customer,This was quick and easy.,45,TKT-6419215,TKT-3633556
CHAT-0011,Customer,I appreciate your support.,1,TKT-5642917,TKT-2705645
CHAT-0011,Agent,I'll escalate this for you.,2,TKT-5642917,TKT-2705645
CHAT-0011,Customer,"All good now, thanks!",3,TKT-5642917,TKT-2705645
CHAT-0011,Agent,I'm looking into it for you.,4,TKT-5642917,TKT-2705645
CHAT-0011,Customer,I'm checking the issue again.,5,TKT-5642917,TKT-2705645
CHAT-0011,Agent,I'll escalate this for you.,6,TKT-5642917,TKT-2705645
CHAT-0011,Customer,Why do I need to repeat myself?,7,TKT-5642917,TKT-2705645
CHAT-0011,Agent,This should be resolved now.,8,TKT-5642917,TKT-2705645
CHAT-0011,Customer,I appreciate your support.,9,TKT-5642917,TKT-2705645
CHAT-0011,Agent,I understand your concern.,10,TKT-5642917,TKT-2705645
CHAT-0011,Customer,I see. What should I do now?,11,TKT-5642917,TKT-2705645
CHAT-0011,Agent,I understand your concern.,12,TKT-5642917,TKT-2705645
CHAT-0011,Customer,This is getting frustrating.,13,TKT-5642917,TKT-2705645
CHAT-0011,Agent,Thanks for waiting.,14,TKT-5642917,TKT-2705645
CHAT-0011,Customer,This is getting frustrating.,15,TKT-5642917,TKT-2705645
CHAT-0011,Agent,Let me check your account.,16,TKT-5642917,TKT-2705645
CHAT-0011,Customer,This is unacceptable.,17,TKT-5642917,TKT-2705645
CHAT-0011,Agent,Let me check your account.,18,TKT-5642917,TKT-2705645
CHAT-0011,Customer,"Okay, noted.",19,TKT-5642917,TKT-2705645
CHAT-0011,Agent,I’ve shared the update.,20,TKT-5642917,TKT-2705645
CHAT-0011,Customer,Thanks for resolving it fast.,21,TKT-5642917,TKT-2705645
CHAT-0011,Agent,This should be resolved now.,22,TKT-5642917,TKT-2705645
CHAT-0011,Customer,Why do I need to repeat myself?,23,TKT-5642917,TKT-2705645
CHAT-0011,Agent,This should be resolved now.,24,TKT-5642917,TKT-2705645
CHAT-0011,Customer,I just need some clarity on this.,25,TKT-5642917,TKT-2705645
CHAT-0011,Agent,I'm looking into it for you.,26,TKT-5642917,TKT-2705645
CHAT-0011,Customer,I'm checking the issue again.,27,TKT-5642917,TKT-2705645
CHAT-0011,Agent,I'll escalate this for you.,28,TKT-5642917,TKT-2705645
CHAT-0011,Customer,Why do I need to repeat myself?,29,TKT-5642917,TKT-2705645
CHAT-0011,Agent,This should be resolved now.,30,TKT-5642917,TKT-2705645
CHAT-0011,Customer,Please check and let me know.,31,TKT-5642917,TKT-2705645
CHAT-0011,Agent,Let me check your account.,32,TKT-5642917,TKT-2705645
CHAT-0011,Customer,Thanks for resolving it fast.,33,TKT-5642917,TKT-2705645
CHAT-0011,Agent,I'm looking into it for you.,34,TKT-5642917,TKT-2705645
CHAT-0011,Customer,I appreciate your support.,35,TKT-5642917,TKT-2705645
CHAT-0011,Agent,Let me check your account.,36,TKT-5642917,TKT-2705645
CHAT-0011,Customer,Great service!,37,TKT-5642917,TKT-2705645
CHAT-0011,Agent,Let me check your account.,38,TKT-5642917,TKT-2705645
CHAT-0011,Customer,I see. What should I do now?,39,TKT-5642917,TKT-2705645
CHAT-0011,Agent,I'll escalate this for you.,40,TKT-5642917,TKT-2705645
CHAT-0011,Customer,Waiting for your response.,41,TKT-5642917,TKT-2705645
CHAT-0011,Agent,I'll escalate this for you.,42,TKT-5642917,TKT-2705645
CHAT-0011,Customer,This was quick and easy.,43,TKT-5642917,TKT-2705645
CHAT-0011,Agent,I understand your concern.,44,TKT-5642917,TKT-2705645
CHAT-0011,Customer,I'm really unhappy with this service.,45,TKT-5642917,TKT-2705645
CHAT-0012,Customer,Please check and let me know.,1,TKT-1203420,TKT-5129566
CHAT-0012,Agent,I'm looking into it for you.,2,TKT-1203420,TKT-5129566
CHAT-0012,Customer,I just need some clarity on this.,3,TKT-1203420,TKT-5129566
CHAT-0012,Agent,I understand your concern.,4,TKT-1203420,TKT-5129566
CHAT-0012,Customer,You're really helpful!,5,TKT-1203420,TKT-5129566
CHAT-0012,Agent,Let me check your account.,6,TKT-1203420,TKT-5129566
CHAT-0012,Customer,I'm checking the issue again.,7,TKT-1203420,TKT-5129566
CHAT-0012,Agent,Let me check your account.,8,TKT-1203420,TKT-5129566
CHAT-0012,Customer,Waiting for your response.,9,TKT-1203420,TKT-5129566
CHAT-0012,Agent,This should be resolved now.,10,TKT-1203420,TKT-5129566
CHAT-0012,Customer,You're really helpful!,11,TKT-1203420,TKT-5129566
CHAT-0012,Agent,This should be resolved now.,12,TKT-1203420,TKT-5129566
CHAT-0012,Customer,You're really helpful!,13,TKT-1203420,TKT-5129566
CHAT-0012,Agent,I'm looking into it for you.,14,TKT-1203420,TKT-5129566
CHAT-0012,Customer,Waiting for your response.,15,TKT-1203420,TKT-5129566
CHAT-0012,Agent,I understand your concern.,16,TKT-1203420,TKT-5129566
CHAT-0012,Customer,"All good now, thanks!",17,TKT-1203420,TKT-5129566
CHAT-0012,Agent,I understand your concern.,18,TKT-1203420,TKT-5129566
CHAT-0012,Customer,I appreciate your support.,19,TKT-1203420,TKT-5129566
CHAT-0012,Agent,Let me check your account.,20,TKT-1203420,TKT-5129566
CHAT-0012,Customer,I see. What should I do now?,21,TKT-1203420,TKT-5129566
CHAT-0012,Agent,This should be resolved now.,22,TKT-1203420,TKT-5129566
CHAT-0012,Customer,Can you help me with this?,23,TKT-1203420,TKT-5129566
CHAT-0012,Agent,Let me check your account.,24,TKT-1203420,TKT-5129566
CHAT-0012,Customer,I just need some clarity on this.,25,TKT-1203420,TKT-5129566
CHAT-0012,Agent,I'll escalate this for you.,26,TKT-1203420,TKT-5129566
CHAT-0012,Customer,Can you help me with this?,27,TKT-1203420,TKT-5129566
CHAT-0012,Agent,Thanks for waiting.,28,TKT-1203420,TKT-5129566
CHAT-0012,Customer,I just need some clarity on this.,29,TKT-1203420,TKT-5129566
CHAT-0012,Agent,Let me check your account.,30,TKT-1203420,TKT-5129566
CHAT-0012,Customer,"Okay, noted.",31,TKT-1203420,TKT-5129566
CHAT-0012,Agent,I'll escalate this for you.,32,TKT-1203420,TKT-5129566
CHAT-0012,Customer,Why do I need to repeat myself?,33,TKT-1203420,TKT-5129566
CHAT-0012,Agent,Let me check your account.,34,TKT-1203420,TKT-5129566
CHAT-0012,Customer,"All good now, thanks!",35,TKT-1203420,TKT-5129566
CHAT-0012,Agent,Thanks for waiting.,36,TKT-1203420,TKT-5129566
CHAT-0012,Customer,This is getting frustrating.,37,TKT-1203420,TKT-5129566
CHAT-0012,Agent,Let me check your account.,38,TKT-1203420,TKT-5129566
CHAT-0012,Customer,"Okay, noted.",39,TKT-1203420,TKT-5129566
CHAT-0012,Agent,Let me check your account.,40,TKT-1203420,TKT-5129566
CHAT-0012,Customer,I see. What should I do now?,41,TKT-1203420,TKT-5129566
CHAT-0012,Agent,This should be resolved now.,42,TKT-1203420,TKT-5129566
CHAT-0012,Customer,I see. What should I do now?,43,TKT-1203420,TKT-5129566
CHAT-0012,Agent,Thanks for waiting.,44,TKT-1203420,TKT-5129566
CHAT-0012,Customer,Waiting for your response.,45,TKT-1203420,TKT-5129566
CHAT-0013,Customer,Waiting for your response.,1,TKT-7918922,TKT-5699373
CHAT-0013,Agent,I'm looking into it for you.,2,TKT-7918922,TKT-5699373
CHAT-0013,Customer,I see. What should I do now?,3,TKT-7918922,TKT-5699373
CHAT-0013,Agent,I'm looking into it for you.,4,TKT-7918922,TKT-5699373
CHAT-0013,Customer,I see. What should I do now?,5,TKT-7918922,TKT-5699373
CHAT-0013,Agent,I'll escalate this for you.,6,TKT-7918922,TKT-5699373
CHAT-0013,Customer,Terrible support.,7,TKT-7918922,TKT-5699373
CHAT-0013,Agent,I understand your concern.,8,TKT-7918922,TKT-5699373
CHAT-0013,Customer,I appreciate your support.,9,TKT-7918922,TKT-5699373
CHAT-0013,Agent,Let me check your account.,10,TKT-7918922,TKT-5699373
CHAT-0013,Customer,This is getting frustrating.,11,TKT-7918922,TKT-5699373
CHAT-0013,Agent,Thanks for waiting.,12,TKT-7918922,TKT-5699373
CHAT-0013,Customer,You still haven't resolved my issue.,13,TKT-7918922,TKT-5699373
CHAT-0013,Agent,I'll escalate this for you.,14,TKT-7918922,TKT-5699373
CHAT-0013,Customer,I'm really unhappy with this service.,15,TKT-7918922,TKT-5699373
CHAT-0013,Agent,This should be resolved now.,16,TKT-7918922,TKT-5699373
CHAT-0013,Customer,"Thank you so much, that helped!",17,TKT-7918922,TKT-5699373
CHAT-0013,Agent,Let me check your account.,18,TKT-7918922,TKT-5699373
CHAT-0013,Customer,I just need some clarity on this.,19,TKT-7918922,TKT-5699373
CHAT-0013,Agent,I understand your concern.,20,TKT-7918922,TKT-5699373
CHAT-0013,Customer,I appreciate your support.,21,TKT-7918922,TKT-5699373
CHAT-0013,Agent,I'll escalate this for you.,22,TKT-7918922,TKT-5699373
CHAT-0013,Customer,I appreciate your support.,23,TKT-7918922,TKT-5699373
CHAT-0013,Agent,I'll escalate this for you.,24,TKT-7918922,TKT-5699373
CHAT-0013,Customer,I appreciate your support.,25,TKT-7918922,TKT-5699373
CHAT-0013,Agent,I’ve shared the update.,26,TKT-7918922,TKT-5699373
CHAT-0013,Customer,Why do I need to repeat myself?,27,TKT-7918922,TKT-5699373
CHAT-0013,Agent,Let me check your account.,28,TKT-7918922,TKT-5699373
CHAT-0013,Customer,"Thank you so much, that helped!",29,TKT-7918922,TKT-5699373
CHAT-0013,Agent,I understand your concern.,30,TKT-7918922,TKT-5699373
CHAT-0013,Customer,I see. What should I do now?,31,TKT-7918922,TKT-5699373
CHAT-0013,Agent,Let me check your account.,32,TKT-7918922,TKT-5699373
CHAT-0013,Customer,Why do I need to repeat myself?,33,TKT-7918922,TKT-5699373
CHAT-0013,Agent,I’ve shared the update.,34,TKT-7918922,TKT-5699373
CHAT-0013,Customer,Please check and let me know.,35,TKT-7918922,TKT-5699373
CHAT-0013,Agent,Thanks for waiting.,36,TKT-7918922,TKT-5699373
CHAT-0013,Customer,Why do I need to repeat myself?,37,TKT-7918922,TKT-5699373
CHAT-0013,Agent,Thanks for waiting.,38,TKT-7918922,TKT-5699373
CHAT-0013,Customer,Please check and let me know.,39,TKT-7918922,TKT-5699373
CHAT-0013,Agent,Thanks for waiting.,40,TKT-7918922,TKT-5699373
CHAT-0013,Customer,You still haven't resolved my issue.,41,TKT-7918922,TKT-5699373
CHAT-0013,Agent,Let me check your account.,42,TKT-7918922,TKT-5699373
CHAT-0013,Customer,I see. What should I do now?,43,TKT-7918922,TKT-5699373
CHAT-0013,Agent,I'll escalate this for you.,44,TKT-7918922,TKT-5699373
CHAT-0013,Customer,Waiting for your response.,45,TKT-7918922,TKT-5699373
CHAT-0014,Customer,This was quick and easy.,1,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I'm looking into it for you.,2,TKT-4776485,TKT-9182666
CHAT-0014,Customer,This is getting frustrating.,3,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I’ve shared the update.,4,TKT-4776485,TKT-9182666
CHAT-0014,Customer,Why do I need to repeat myself?,5,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I understand your concern.,6,TKT-4776485,TKT-9182666
CHAT-0014,Customer,Please check and let me know.,7,TKT-4776485,TKT-9182666
CHAT-0014,Agent,Thanks for waiting.,8,TKT-4776485,TKT-9182666
CHAT-0014,Customer,I want to speak to a supervisor.,9,TKT-4776485,TKT-9182666
CHAT-0014,Agent,Let me check your account.,10,TKT-4776485,TKT-9182666
CHAT-0014,Customer,"Thank you so much, that helped!",11,TKT-4776485,TKT-9182666
CHAT-0014,Agent,Let me check your account.,12,TKT-4776485,TKT-9182666
CHAT-0014,Customer,You're really helpful!,13,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I understand your concern.,14,TKT-4776485,TKT-9182666
CHAT-0014,Customer,Can you help me with this?,15,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I’ve shared the update.,16,TKT-4776485,TKT-9182666
CHAT-0014,Customer,I want to speak to a supervisor.,17,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I understand your concern.,18,TKT-4776485,TKT-9182666
CHAT-0014,Customer,I see. What should I do now?,19,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I'm looking into it for you.,20,TKT-4776485,TKT-9182666
CHAT-0014,Customer,Please check and let me know.,21,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I understand your concern.,22,TKT-4776485,TKT-9182666
CHAT-0014,Customer,I appreciate your support.,23,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I'm looking into it for you.,24,TKT-4776485,TKT-9182666
CHAT-0014,Customer,Why do I need to repeat myself?,25,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I understand your concern.,26,TKT-4776485,TKT-9182666
CHAT-0014,Customer,This is unacceptable.,27,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I'm looking into it for you.,28,TKT-4776485,TKT-9182666
CHAT-0014,Customer,I just need some clarity on this.,29,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I'll escalate this for you.,30,TKT-4776485,TKT-9182666
CHAT-0014,Customer,I'm really unhappy with this service.,31,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I'm looking into it for you.,32,TKT-4776485,TKT-9182666
CHAT-0014,Customer,This is getting frustrating.,33,TKT-4776485,TKT-9182666
CHAT-0014,Agent,Thanks for waiting.,34,TKT-4776485,TKT-9182666
CHAT-0014,Customer,You're really helpful!,35,TKT-4776485,TKT-9182666
CHAT-0014,Agent,Let me check your account.,36,TKT-4776485,TKT-9182666
CHAT-0014,Customer,I just need some clarity on this.,37,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I understand your concern.,38,TKT-4776485,TKT-9182666
CHAT-0014,Customer,Can you help me with this?,39,TKT-4776485,TKT-9182666
CHAT-0014,Agent,Thanks for waiting.,40,TKT-4776485,TKT-9182666
CHAT-0014,Customer,This was quick and easy.,41,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I’ve shared the update.,42,TKT-4776485,TKT-9182666
CHAT-0014,Customer,Thanks for resolving it fast.,43,TKT-4776485,TKT-9182666
CHAT-0014,Agent,I'm looking into it for you.,44,TKT-4776485,TKT-9182666
CHAT-0014,Customer,"All good now, thanks!",45,TKT-4776485,TKT-9182666
CHAT-0015,Customer,I'm really unhappy with this service.,1,TKT-5077055,TKT-3256989
CHAT-0015,Agent,Thanks for waiting.,2,TKT-5077055,TKT-3256989
CHAT-0015,Customer,Terrible support.,3,TKT-5077055,TKT-3256989
CHAT-0015,Agent,Let me check your account.,4,TKT-5077055,TKT-3256989
CHAT-0015,Customer,I just need some clarity on this.,5,TKT-5077055,TKT-3256989
CHAT-0015,Agent,Let me check your account.,6,TKT-5077055,TKT-3256989
CHAT-0015,Customer,I appreciate your support.,7,TKT-5077055,TKT-3256989
CHAT-0015,Agent,Thanks for waiting.,8,TKT-5077055,TKT-3256989
CHAT-0015,Customer,I see. What should I do now?,9,TKT-5077055,TKT-3256989
CHAT-0015,Agent,I’ve shared the update.,10,TKT-5077055,TKT-3256989
CHAT-0015,Customer,Why do I need to repeat myself?,11,TKT-5077055,TKT-3256989
CHAT-0015,Agent,I’ve shared the update.,12,TKT-5077055,TKT-3256989
CHAT-0015,Customer,"Okay, noted.",13,TKT-5077055,TKT-3256989
CHAT-0015,Agent,I'm looking into it for you.,14,TKT-5077055,TKT-3256989
CHAT-0015,Customer,I'm really unhappy with this service.,15,TKT-5077055,TKT-3256989
CHAT-0015,Agent,I'll escalate this for you.,16,TKT-5077055,TKT-3256989
CHAT-0015,Customer,Waiting for your response.,17,TKT-5077055,TKT-3256989
CHAT-0015,Agent,I'm looking into it for you.,18,TKT-5077055,TKT-3256989
CHAT-0015,Customer,I see. What should I do now?,19,TKT-5077055,TKT-3256989
CHAT-0015,Agent,I understand your concern.,20,TKT-5077055,TKT-3256989
CHAT-0015,Customer,Waiting for your response.,21,TKT-5077055,TKT-3256989
CHAT-0015,Agent,Thanks for waiting.,22,TKT-5077055,TKT-3256989
CHAT-0015,Customer,You still haven't resolved my issue.,23,TKT-5077055,TKT-3256989
CHAT-0015,Agent,I'm looking into it for you.,24,TKT-5077055,TKT-3256989
CHAT-0015,Customer,This is unacceptable.,25,TKT-5077055,TKT-3256989
CHAT-0015,Agent,I'm looking into it for you.,26,TKT-5077055,TKT-3256989
CHAT-0015,Customer,"Okay, noted.",27,TKT-5077055,TKT-3256989
CHAT-0015,Agent,I'll escalate this for you.,28,TKT-5077055,TKT-3256989
CHAT-0015,Customer,"Okay, noted.",29,TKT-5077055,TKT-3256989
CHAT-0015,Agent,Thanks for waiting.,30,TKT-5077055,TKT-3256989
CHAT-0015,Customer,Terrible support.,31,TKT-5077055,TKT-3256989
CHAT-0015,Agent,I'm looking into it for you.,32,TKT-5077055,TKT-3256989
CHAT-0015,Customer,Can you help me with this?,33,TKT-5077055,TKT-3256989
CHAT-0015,Agent,Let me check your account.,34,TKT-5077055,TKT-3256989
CHAT-0015,Customer,"Thank you so much, that helped!",35,TKT-5077055,TKT-3256989
CHAT-0015,Agent,I'm looking into it for you.,36,TKT-5077055,TKT-3256989
CHAT-0015,Customer,Waiting for your response.,37,TKT-5077055,TKT-3256989
CHAT-0015,Agent,Thanks for waiting.,38,TKT-5077055,TKT-3256989
CHAT-0015,Customer,This is getting frustrating.,39,TKT-5077055,TKT-3256989
CHAT-0015,Agent,I understand your concern.,40,TKT-5077055,TKT-3256989
CHAT-0015,Customer,You still haven't resolved my issue.,41,TKT-5077055,TKT-3256989
CHAT-0015,Agent,Let me check your account.,42,TKT-5077055,TKT-3256989
CHAT-0015,Customer,This is getting frustrating.,43,TKT-5077055,TKT-3256989
CHAT-0015,Agent,I’ve shared the update.,44,TKT-5077055,TKT-3256989
CHAT-0015,Customer,You still haven't resolved my issue.,45,TKT-5077055,TKT-3256989
CHAT-0016,Customer,"Thank you so much, that helped!",1,TKT-2277297,TKT-6991917
CHAT-0016,Agent,Thanks for waiting.,2,TKT-2277297,TKT-6991917
CHAT-0016,Customer,Great service!,3,TKT-2277297,TKT-6991917
CHAT-0016,Agent,I'm looking into it for you.,4,TKT-2277297,TKT-6991917
CHAT-0016,Customer,"Thank you so much, that helped!",5,TKT-2277297,TKT-6991917
CHAT-0016,Agent,I'll escalate this for you.,6,TKT-2277297,TKT-6991917
CHAT-0016,Customer,Thanks for resolving it fast.,7,TKT-2277297,TKT-6991917
CHAT-0016,Agent,Let me check your account.,8,TKT-2277297,TKT-6991917
CHAT-0016,Customer,Please check and let me know.,9,TKT-2277297,TKT-6991917
CHAT-0016,Agent,Thanks for waiting.,10,TKT-2277297,TKT-6991917
CHAT-0016,Customer,I'm checking the issue again.,11,TKT-2277297,TKT-6991917
CHAT-0016,Agent,I understand your concern.,12,TKT-2277297,TKT-6991917
CHAT-0016,Customer,Great service!,13,TKT-2277297,TKT-6991917
CHAT-0016,Agent,Thanks for waiting.,14,TKT-2277297,TKT-6991917
CHAT-0016,Customer,Can you help me with this?,15,TKT-2277297,TKT-6991917
CHAT-0016,Agent,Thanks for waiting.,16,TKT-2277297,TKT-6991917
CHAT-0016,Customer,"Okay, noted.",17,TKT-2277297,TKT-6991917
CHAT-0016,Agent,I understand your concern.,18,TKT-2277297,TKT-6991917
CHAT-0016,Customer,I want to speak to a supervisor.,19,TKT-2277297,TKT-6991917
CHAT-0016,Agent,This should be resolved now.,20,TKT-2277297,TKT-6991917
CHAT-0016,Customer,I see. What should I do now?,21,TKT-2277297,TKT-6991917
CHAT-0016,Agent,I understand your concern.,22,TKT-2277297,TKT-6991917
CHAT-0016,Customer,This is unacceptable.,23,TKT-2277297,TKT-6991917
CHAT-0016,Agent,Thanks for waiting.,24,TKT-2277297,TKT-6991917
CHAT-0016,Customer,Waiting for your response.,25,TKT-2277297,TKT-6991917
